user_id,amount,timestamp,lat,long,merchant_category,device_id,is_fraud
90,146.00679338681707,2026-04-01 13:09:22,-22.23574780139098,-45.9892018351903,food,dev_11,0
33,46.08147470485857,2026-04-01 01:28:07,-21.002991843157055,-44.016007872315065,electronics,dev_13,0
2,9.197068449801941,2026-04-01 23:12:04,-20.610121727781674,-46.60441447813171,transport,dev_17,0
62,137.0320723877336,2026-04-01 10:02:39,-23.508405954893753,-47.24184051670554,food,dev_8,0
22,4.928966506152626,2026-04-02 00:05:40,-22.468083107781155,-45.30364887334751,jewelry,dev_3,0
37,168.51032825640087,2026-04-01 23:20:56,-25.20810655167388,-45.63922157532657,food,dev_10,0
18,169.60826628480697,2026-04-02 00:11:02,-23.676413020484038,-48.23032990762589,electronics,dev_1,0
63,69.8602815695596,2026-04-02 01:37:43,-23.23917866603017,-45.176895024254996,electronics,dev_8,0
51,78.27422063632332,2026-04-01 19:48:44,-21.785277940313453,-46.88086364448826,electronics,dev_15,0
33,76.24138580490282,2026-04-01 08:55:54,-23.48739502392115,-45.59617944132069,food,dev_5,0
55,15.446671290033084,2026-04-01 12:49:57,-23.0517589847053,-44.15905693006279,electronics,dev_1,0
38,76.89086606639036,2026-04-01 17:59:32,-20.74280171890686,-46.93363810926292,transport,dev_8,0
29,26.039302244475092,2026-04-02 03:31:37,-22.13039407989434,-44.644362141195046,transport,dev_4,0
43,91.3867083228071,2026-04-01 15:21:58,-23.111972520594616,-45.67357663492928,electronics,dev_8,0
47,33.957851919139365,2026-04-01 23:44:11,-23.268834176795174,-46.439864287615414,jewelry,dev_11,0
68,2305.751452398152,2026-04-01 12:18:47,-23.602647805305317,-44.698150831839904,food,dev_19,1
41,259.78762130541173,2026-04-01 15:37:44,-20.461308898262512,-45.47604733289221,food,dev_15,0
53,40.82648863007412,2026-04-01 02:22:57,-22.147753510969732,-48.32073737397813,transport,dev_6,0
7,42.610648595849526,2026-04-01 18:45:26,-24.502765017630605,-46.26073516489182,jewelry,dev_19,0
52,54.2876216256007,2026-04-01 07:41:36,-21.91954013099465,-47.84490524029609,electronics,dev_18,0
71,371.07699393258196,2026-04-01 05:46:46,-21.892676103756386,-45.82404334277876,transport,dev_8,0
1,37.097227436366985,2026-04-02 00:00:44,-21.650295372689303,-46.32961734180641,electronics,dev_17,0
93,63.87857932954639,2026-04-01 07:25:37,-21.61141773095971,-48.659351357049374,jewelry,dev_17,0
94,82.01634571378747,2026-04-01 21:50:23,-22.710157735831533,-46.25482126837237,transport,dev_3,0
10,31.5731365692666,2026-04-01 23:43:02,-23.361890971233002,-46.06958982291301,jewelry,dev_18,0
93,52.42224541790037,2026-04-01 15:39:33,-23.770522210834102,-46.62402929364055,transport,dev_8,0
67,218.4450852470672,2026-04-01 20:50:39,-22.138034914939844,-45.37660056108365,jewelry,dev_14,0
46,177.32509999755644,2026-04-01 13:04:17,-24.081063327599896,-45.38406439305574,transport,dev_16,0
7,100.304970865838,2026-04-01 11:54:40,-22.669680931757384,-45.129990092435925,electronics,dev_2,0
47,98.01928450109335,2026-04-01 04:03:16,-23.458511847526477,-44.91145972237746,transport,dev_12,0
37,52.663603927981114,2026-04-01 08:19:35,-24.753469416250663,-46.54492223495891,jewelry,dev_12,0
81,202.85049277193238,2026-04-01 09:59:14,-22.88577235133796,-45.849698238538124,food,dev_18,0
81,31.290054777648667,2026-04-01 14:21:33,-24.348185422105715,-45.25673590597729,electronics,dev_11,0
4,14.188183054528663,2026-04-01 17:01:08,-21.896974733222216,-44.84857462553527,electronics,dev_18,0
42,85.92406688681558,2026-04-01 00:27:02,-20.994425954360047,-45.28240842020695,electronics,dev_12,0
86,14.720807068739052,2026-04-01 13:18:44,-22.743970265686123,-45.01730901605448,jewelry,dev_13,0
71,85.16609137622497,2026-04-01 10:45:09,-21.596102458801717,-46.49550733646949,electronics,dev_2,0
65,8.642827567184359,2026-04-02 00:53:19,-23.611517802991948,-47.406661096848225,jewelry,dev_11,0
36,126.95639866386867,2026-04-02 00:49:59,-23.949398888831944,-43.367617935162606,transport,dev_5,0
33,31.45891390726044,2026-04-01 10:48:10,-22.716441929389088,-46.280616016164814,food,dev_13,0
98,97.63925787026305,2026-04-01 23:12:39,-24.268021511643067,-47.32914582716152,food,dev_11,0
42,61.559652209918944,2026-04-01 09:56:12,-23.307785616679812,-46.658898421976204,transport,dev_17,0
17,300.04906531227624,2026-04-01 19:50:31,-22.822298999066746,-47.3353443587101,jewelry,dev_19,0
95,164.27938260737574,2026-04-01 17:22:32,-22.166077845451095,-45.54081992077156,food,dev_18,0
12,25.001312910612235,2026-04-01 12:26:53,-22.570381780867415,-45.79231231283689,transport,dev_7,0
79,119.54104568928854,2026-04-01 05:23:46,-23.039555153856654,-45.31849930262737,electronics,dev_7,0
18,73.90541149833189,2026-04-01 21:55:45,-24.274068984953324,-44.58595953899723,jewelry,dev_13,0
3,119.1677949688237,2026-04-01 12:22:27,-23.261027253246795,-45.86501527918031,transport,dev_17,0
93,108.36897114719784,2026-04-01 20:33:58,-25.647252879897508,-45.27045723336418,jewelry,dev_2,0
99,3698.365985671063,2026-04-01 04:32:51,-22.286600409794556,-45.952982786876255,transport,dev_7,1
29,145.75252591114577,2026-04-01 16:16:46,-20.70110187638075,-46.362838560439656,jewelry,dev_12,0
10,9.617982645995783,2026-04-01 09:25:33,-21.26227057125554,-45.831523840585014,food,dev_3,0
30,191.61113288663125,2026-04-01 09:50:00,-24.591314495875906,-45.36336851558718,food,dev_14,0
15,48.50387274553179,2026-04-01 08:15:57,-22.015677601523418,-46.21398884422551,electronics,dev_11,0
77,452.68128805789615,2026-04-01 09:29:17,-23.14918915975872,-46.659413411451006,food,dev_19,0
74,4.808303924640456,2026-04-01 18:24:22,-22.531436506628477,-45.49181022250787,electronics,dev_15,0
49,73.03514907077609,2026-04-01 07:03:45,-24.699007204843667,-45.82262460816045,transport,dev_18,0
62,560.9138645921066,2026-04-01 16:48:24,-20.764325313015526,-46.6659384827954,food,dev_15,0
73,225.3047029788357,2026-04-01 04:53:22,-25.245667198993836,-46.87837118709278,transport,dev_9,0
25,1899.5717882676074,2026-04-01 19:21:09,-22.87484530293711,-45.77035482306202,electronics,dev_15,1
72,1545.4203799368788,2026-04-01 08:29:21,-22.092505231582745,-45.9641054502323,transport,dev_8,1
40,83.40933410349736,2026-04-02 02:53:46,-22.759977262314955,-45.69444567962274,jewelry,dev_1,0
59,17.482981648834933,2026-04-01 17:40:20,-22.682194830798117,-46.62951654804908,jewelry,dev_7,0
45,3572.216547346351,2026-04-02 01:37:21,-23.370323368597298,-46.83355898727927,electronics,dev_7,1
2,178.4590297012224,2026-04-01 08:52:46,-22.808900931980098,-45.95356345184385,food,dev_8,0
98,100.51375279415504,2026-04-01 08:07:37,-23.307778234953002,-45.78084967233606,electronics,dev_7,0
96,183.3341144365191,2026-04-01 20:09:55,-22.442821339330752,-46.703894650300434,electronics,dev_4,0
96,147.3396397670566,2026-04-01 02:31:17,-22.509580428297234,-46.60378023906207,food,dev_10,0
65,5.966557119625827,2026-04-01 05:57:07,-23.586548088521344,-44.08919541154121,transport,dev_3,0
76,24.53114823385697,2026-04-01 07:13:49,-21.43447597076566,-46.065750261072985,electronics,dev_2,1
98,585.152876165698,2026-04-01 06:30:11,-24.229869378240814,-46.177740321487406,transport,dev_11,0
32,8.59730569023787,2026-04-02 02:00:23,-24.280304398670893,-45.12754267171986,food,dev_12,0
92,131.40483701371068,2026-04-01 03:34:17,-23.343688347937782,-44.4507905234737,transport,dev_1,0
38,26.130581248389046,2026-04-01 10:35:58,-22.925793786199844,-46.22940260273035,jewelry,dev_18,0
80,78.35814397471962,2026-04-01 17:09:48,-23.158655495868587,-47.18664151736505,electronics,dev_7,0
64,34.83779923797927,2026-04-01 02:25:12,-21.36188725045236,-44.49896115999554,jewelry,dev_4,0
38,25.558945060883627,2026-04-01 08:15:59,-24.326454794453465,-44.84541571814063,electronics,dev_8,0
77,16.202568959300923,2026-04-01 07:15:43,-23.937022004399925,-44.3811979749794,transport,dev_6,0
11,118.73841143891859,2026-04-01 14:31:09,-23.966976143129212,-46.04771135614198,food,dev_12,0
32,1.8538416426947684,2026-04-01 17:38:03,-23.60949558181806,-47.14649120759957,jewelry,dev_18,0
97,72.92130935726833,2026-04-01 22:31:01,-23.26918613168139,-46.086138445483364,jewelry,dev_7,0
90,116.9458563158434,2026-04-01 19:53:46,-23.493462816364016,-46.44498332137386,food,dev_8,0
61,2334.3038203872534,2026-04-01 07:18:09,-22.940369630079825,-46.64693677770558,electronics,dev_12,1
92,161.8115872596726,2026-04-01 15:40:46,-22.885466633784535,-45.049854529001166,electronics,dev_3,0
41,17.91260450716679,2026-04-01 00:26:00,-22.349718425040297,-44.43264699804059,jewelry,dev_13,0
45,95.64411341042634,2026-04-02 00:58:19,-21.32847976459459,-46.20403058098106,food,dev_19,0
82,2.108180717538787,2026-04-01 16:45:15,-22.494008890040465,-47.997411343459504,transport,dev_3,0
74,51.62760522751064,2026-04-01 20:09:01,-24.344685425243934,-46.37017063055339,transport,dev_12,0
85,129.8902978817889,2026-04-01 22:26:58,-24.864331528309094,-46.90160074603557,jewelry,dev_18,0
96,969.59478105091,2026-04-01 12:35:50,-21.49027420155157,-44.359496607112064,jewelry,dev_6,1
42,484.51186955369946,2026-04-01 23:34:38,-24.277220465923083,-47.54877982251221,electronics,dev_8,0
97,14.106562970266042,2026-04-01 09:45:33,-22.676199872394054,-46.29148997899349,food,dev_9,0
60,51.92288304850129,2026-04-01 17:01:12,-21.18830794388097,-45.11527357824586,transport,dev_6,0
28,29.85858804240062,2026-04-01 03:29:48,-21.8922795497183,-46.70807886619414,jewelry,dev_4,0
23,60.47509221647378,2026-04-01 11:44:00,-25.095157522679987,-45.7458261077538,electronics,dev_9,0
5,28.5969236975851,2026-04-01 15:20:04,-23.838387491117885,-45.47933557946579,jewelry,dev_11,0
47,109.0062525147099,2026-04-01 18:41:18,-22.618064547768448,-45.56995835280893,jewelry,dev_15,0
6,23.047185037057353,2026-04-02 01:19:15,-23.071601259414063,-46.03722223650984,transport,dev_5,0
26,4.013841640938224,2026-04-01 02:33:20,-22.267359922784422,-46.080716580108586,food,dev_1,0
51,4.24617330010517,2026-04-01 01:49:30,-22.083672325297517,-45.65351152410201,transport,dev_15,0
50,41.954398419104116,2026-04-01 06:26:36,-23.73268419125762,-45.49457285337518,food,dev_1,0
96,26.730613676333824,2026-04-02 00:26:49,-22.194807325219053,-47.21897252253613,transport,dev_11,0
30,68.75126126115396,2026-04-01 10:20:08,-22.79890095328503,-44.94934560399239,jewelry,dev_8,0
46,250.93362000024152,2026-04-01 04:44:47,-22.160815132283687,-44.184627315173095,electronics,dev_2,0
70,38.28892028724511,2026-04-01 08:06:05,-23.261966436318552,-46.507679782465665,transport,dev_4,0
4,110.13963171723069,2026-04-01 01:01:52,-22.278533726214924,-45.364603067785104,transport,dev_13,0
88,35.22124507749042,2026-04-01 02:31:48,-21.890739797777076,-47.462035971501884,electronics,dev_7,0
19,49.19353427114065,2026-04-01 17:37:29,-23.638961747689503,-47.3230897934075,jewelry,dev_6,0
11,92.49495953184562,2026-04-01 09:53:51,-23.688150345177725,-43.747564194655695,transport,dev_8,0
66,660.0989741780677,2026-04-01 03:12:43,-24.389572466763596,-47.64539874695689,food,dev_15,1
15,50.14783192814175,2026-04-01 06:49:56,-22.14509962037929,-45.02058909916594,transport,dev_13,0
23,56.36325043422071,2026-04-01 10:27:30,-24.186697117687935,-44.46926760746201,jewelry,dev_13,0
34,18.19195668944926,2026-04-01 03:44:27,-20.950821077315176,-45.72189398090804,food,dev_15,0
35,86.97222081565656,2026-04-01 23:59:25,-23.71686622035759,-44.44132008991102,food,dev_4,0
75,13.150220045356932,2026-04-02 01:00:25,-23.540322183137487,-45.48645929183649,transport,dev_17,0
61,29.647096009248415,2026-04-01 19:43:51,-21.60258529693963,-46.07514416681002,food,dev_12,0
45,100.28059835743524,2026-04-01 14:30:49,-21.79384660432941,-45.61602844745314,electronics,dev_9,0
9,104.01714521818131,2026-04-01 09:28:04,-22.26025006012174,-46.25374668082758,jewelry,dev_16,0
68,32.13161227341658,2026-04-01 22:39:31,-21.180426953301346,-46.82819398126576,electronics,dev_19,0
74,60.105613796278504,2026-04-01 04:43:34,-22.475637252747088,-46.7349104144778,electronics,dev_1,0
21,147.18843805784195,2026-04-01 07:33:33,-22.03612088320509,-43.789476998408645,electronics,dev_9,1
77,90.2576047539322,2026-04-02 03:13:52,-23.80367456796973,-44.36088319455593,electronics,dev_7,0
75,473.938680786437,2026-04-01 10:58:52,-22.697314651004014,-46.534148349688095,electronics,dev_7,0
36,8.955087106390794,2026-04-01 18:53:28,-23.581680913948645,-47.014756730692866,transport,dev_6,0
68,58.41312397818865,2026-04-01 15:42:29,-23.520913819336684,-45.79457140372853,jewelry,dev_8,0
72,105.23320404102641,2026-04-01 05:20:01,-24.172603256861315,-47.2334681012801,electronics,dev_2,0
81,539.9351853920099,2026-04-01 11:53:48,-22.131556489259005,-47.79602898648307,electronics,dev_4,0
93,117.11987584682579,2026-04-01 19:03:39,-23.914959067782696,-45.918723157232975,food,dev_16,0
17,35.78944134084074,2026-04-01 13:23:51,-25.335572724166628,-46.499297239571995,transport,dev_19,0
5,133.6286747893802,2026-04-01 15:37:53,-22.226892793304764,-47.15517975114043,jewelry,dev_6,0
72,140.7601435155739,2026-04-01 04:29:23,-22.496263953787576,-45.41760404001594,electronics,dev_14,0
97,25.793856247506643,2026-04-01 23:26:56,-24.53645174049023,-47.1906485721787,food,dev_9,0
75,174.4605547160897,2026-04-02 01:05:55,-22.550989036581065,-46.53050762293816,transport,dev_5,0
12,266.7799460588854,2026-04-01 17:32:13,-23.438587206257296,-44.83369725276321,jewelry,dev_10,0
78,163.95126583574475,2026-04-01 01:52:01,-23.50712306005659,-46.236354737088995,food,dev_3,0
91,118.7283150977474,2026-04-01 20:42:00,-22.949464184405993,-45.82950276495957,food,dev_2,0
54,37.6480778408595,2026-04-01 06:30:29,-23.516256015937127,-45.06822390259129,transport,dev_9,0
25,109.75335282445408,2026-04-01 11:08:28,-22.049203699663853,-49.38842808265639,transport,dev_4,0
60,149.93449496125808,2026-04-01 14:29:48,-22.342480392504125,-45.85794905567539,jewelry,dev_18,0
60,1004.0035759601919,2026-04-01 22:02:44,-24.65643286517115,-44.74356365765481,transport,dev_19,1
83,21.292401857023695,2026-04-01 06:57:12,-21.360511340582498,-46.09929271004166,transport,dev_15,0
87,27.3358616957147,2026-04-02 03:02:39,-23.367224215954995,-46.70675675721818,transport,dev_7,0
16,6.431646379952709,2026-04-01 03:26:51,-24.53429862638446,-45.08756475074083,jewelry,dev_4,0
38,55.52711613166957,2026-04-02 02:52:54,-23.128507480855806,-45.01063056171787,food,dev_3,0
27,53.4656934620134,2026-04-01 17:30:37,-22.121356490273957,-45.23780159920779,electronics,dev_2,0
91,54.228296087262464,2026-04-02 01:16:52,-21.250758377956473,-45.205982926458866,jewelry,dev_7,0
65,39.08234151282626,2026-04-01 00:11:11,-24.1944397580057,-45.487156386920624,food,dev_13,0
36,46.427378444451875,2026-04-01 06:58:41,-23.01011591146891,-43.78157857588527,jewelry,dev_4,0
52,27.902362311747364,2026-04-01 15:21:56,-22.557193618979085,-44.794073192383415,food,dev_6,0
42,222.64085163237465,2026-04-01 13:48:43,-23.669072738659917,-44.960095312603926,food,dev_2,0
48,29.39290402489777,2026-04-01 07:56:42,-20.8426917867345,-46.60571492300334,electronics,dev_8,0
86,101.24428920042712,2026-04-01 08:21:51,-22.967995850934233,-46.75341787034618,transport,dev_5,0
44,71.78947323254283,2026-04-01 21:20:16,-23.36532155131211,-45.81531969413509,jewelry,dev_3,0
5,71.0454673766853,2026-04-01 17:47:07,-22.764237867598595,-46.01824996520052,jewelry,dev_15,0
51,19.12928814550219,2026-04-01 11:48:53,-21.814295845337003,-45.281046689334936,jewelry,dev_10,0
96,72.2900630085477,2026-04-02 02:51:58,-23.683593800164925,-45.290466422692624,food,dev_2,0
50,1.048244879418861,2026-04-01 13:00:57,-23.211336085550993,-46.11740085915496,food,dev_18,0
21,13.379836589623203,2026-04-01 02:38:23,-23.036776305695447,-47.01521340314522,jewelry,dev_16,0
32,106.85058907480496,2026-04-01 06:09:28,-22.443179159225004,-46.21037015856105,transport,dev_9,0
59,79.87120292215735,2026-04-02 01:57:51,-23.51145055555023,-46.760400074333305,jewelry,dev_12,0
51,217.9703081100552,2026-04-01 21:11:12,-22.139526511640256,-46.583077438568935,transport,dev_7,0
12,251.23995432742322,2026-04-01 06:38:31,-23.248691126183548,-44.392654423980005,jewelry,dev_14,0
7,19.917632147628158,2026-04-01 23:44:17,-21.87520135540681,-46.799394076161434,food,dev_13,0
2,14.125114015268526,2026-04-01 16:03:24,-23.528616681749757,-45.41363598124491,transport,dev_12,0
22,78.1404144953795,2026-04-01 02:38:16,-24.899176387915468,-45.921570600981354,transport,dev_7,0
8,538.6061583115259,2026-04-01 18:54:16,-23.209023257286024,-46.8505204542093,electronics,dev_2,1
10,135.61456380518163,2026-04-01 23:34:59,-21.455473996321906,-45.054806272986404,jewelry,dev_13,0
86,188.41892229087506,2026-04-01 10:12:31,-22.173005610882683,-45.20219732695058,jewelry,dev_11,0
95,36.471318634885726,2026-04-01 06:35:05,-21.273036148766593,-46.399636185614604,jewelry,dev_3,0
37,834.9482422418872,2026-04-01 18:54:59,-23.41619400273014,-47.18078206265034,food,dev_7,1
93,102.81319964746447,2026-04-01 04:27:09,-21.457890047432123,-43.993907111840876,jewelry,dev_2,0
